Date,State/Territory,Barrels (Thousands)
11/1/2014,South Dakota,5
11/1/2014,Tennessee,1
11/1/2014,Texas,3437
11/1/2014,U.S. Crude Oil ,9303
11/1/2014,Utah,115
11/1/2014,Virginia,0
11/1/2014,West Virginia,38
11/1/2014,Wyoming,225
12/1/2014,Alabama,29
12/1/2014,Alaska,515
12/1/2014,Arizona,0
12/1/2014,Arkansas,19
12/1/2014,California,562
12/1/2014,Colorado,311
12/1/2014,Federal Offshore Gulf of Mexico Crude Oil,1452
12/1/2014,Federal Offshore Pacific Crude Oil,52
12/1/2014,Florida,6
12/1/2014,Idaho,0
12/1/2014,Illinois,28
12/1/2014,Indiana,8
12/1/2014,Kansas,136
12/1/2014,Kentucky,9
12/1/2014,Louisiana,191
12/1/2014,Michigan,19
12/1/2014,Mississippi,73
12/1/2014,Missouri,0
12/1/2014,Montana,86
12/1/2014,Nebraska,8
12/1/2014,Nevada,1
12/1/2014,New Mexico,381
12/1/2014,New York,1
12/1/2014,North Dakota,1221
12/1/2014,Ohio,50
12/1/2014,Oklahoma,364
12/1/2014,Pennsylvania,19
12/1/2014,South Dakota,5
12/1/2014,Tennessee,1
12/1/2014,Texas,3532
12/1/2014,U.S. Crude Oil ,9467
12/1/2014,Utah,114
12/1/2014,Virginia,0
12/1/2014,West Virginia,39
12/1/2014,Wyoming,235
1/1/2015,Alabama,27
1/1/2015,Alaska,500
1/1/2015,Arizona,0
1/1/2015,Arkansas,18
1/1/2015,California,564
1/1/2015,Colorado,318
1/1/2015,Federal Offshore Gulf of Mexico Crude Oil,1452
1/1/2015,Federal Offshore Pacific Crude Oil,53
1/1/2015,Florida,6
1/1/2015,Idaho,0
1/1/2015,Illinois,26
1/1/2015,Indiana,7
1/1/2015,Kansas,134
1/1/2015,Kentucky,9
1/1/2015,Louisiana,188
1/1/2015,Michigan,20
1/1/2015,Mississippi,71
1/1/2015,Missouri,0
1/1/2015,Montana,83
1/1/2015,Nebraska,8
1/1/2015,Nevada,1
1/1/2015,New Mexico,367
1/1/2015,New York,1
1/1/2015,North Dakota,1184
1/1/2015,Ohio,63
1/1/2015,Oklahoma,454
1/1/2015,Pennsylvania,18
1/1/2015,South Dakota,5
1/1/2015,Tennessee,1
1/1/2015,Texas,3430
1/1/2015,U.S. Crude Oil ,9385
1/1/2015,Utah,111
1/1/2015,Virginia,0
1/1/2015,West Virginia,29
1/1/2015,Wyoming,235
2/1/2015,Alabama,29
2/1/2015,Alaska,488
2/1/2015,Arizona,0
2/1/2015,Arkansas,18
2/1/2015,California,562
2/1/2015,Colorado,327
2/1/2015,Federal Offshore Gulf of Mexico Crude Oil,1456
2/1/2015,Federal Offshore Pacific Crude Oil,54
2/1/2015,Florida,6
2/1/2015,Idaho,0
2/1/2015,Illinois,24
2/1/2015,Indiana,6
2/1/2015,Kansas,134
2/1/2015,Kentucky,9
2/1/2015,Louisiana,188
2/1/2015,Michigan,21
2/1/2015,Mississippi,72
2/1/2015,Missouri,0
2/1/2015,Montana,86
2/1/2015,Nebraska,9
2/1/2015,Nevada,1
2/1/2015,New Mexico,390
2/1/2015,New York,1
2/1/2015,North Dakota,1171
2/1/2015,Ohio,63
2/1/2015,Oklahoma,448
2/1/2015,Pennsylvania,20
2/1/2015,South Dakota,5
2/1/2015,Tennessee,1
2/1/2015,Texas,3541
2/1/2015,U.S. Crude Oil ,9511
2/1/2015,Utah,110
2/1/2015,Virginia,0
2/1/2015,West Virginia,32
2/1/2015,Wyoming,239
3/1/2015,Alabama,28
3/1/2015,Alaska,506
3/1/2015,Arizona,0
3/1/2015,Arkansas,18
3/1/2015,California,561
3/1/2015,Colorado,333
3/1/2015,Federal Offshore Gulf of Mexico Crude Oil,1380
3/1/2015,Federal Offshore Pacific Crude Oil,45
3/1/2015,Florida,6
3/1/2015,Idaho,0
3/1/2015,Illinois,24
3/1/2015,Indiana,6
3/1/2015,Kansas,136
3/1/2015,Kentucky,4
3/1/2015,Louisiana,180
3/1/2015,Michigan,17
3/1/2015,Mississippi,73
3/1/2015,Missouri,0
3/1/2015,Montana,85
3/1/2015,Nebraska,9
3/1/2015,Nevada,1
3/1/2015,New Mexico,416
3/1/2015,New York,1
3/1/2015,North Dakota,1182
3/1/2015,Ohio,63
3/1/2015,Oklahoma,486
3/1/2015,Pennsylvania,20
3/1/2015,South Dakota,5
3/1/2015,Tennessee,1
3/1/2015,Texas,3604
3/1/2015,U.S. Crude Oil ,9578
3/1/2015,Utah,110
3/1/2015,Virginia,0
3/1/2015,West Virginia,32
3/1/2015,Wyoming,246
4/1/2015,Alabama,26
4/1/2015,Alaska,510
4/1/2015,Arizona,0
4/1/2015,Arkansas,17
4/1/2015,California,560
4/1/2015,Colorado,338
4/1/2015,Federal Offshore Gulf of Mexico Crude Oil,1504
4/1/2015,Federal Offshore Pacific Crude Oil,43
4/1/2015,Florida,4
4/1/2015,Idaho,0
4/1/2015,Illinois,28
4/1/2015,Indiana,6
4/1/2015,Kansas,127
4/1/2015,Kentucky,4
4/1/2015,Louisiana,177
4/1/2015,Michigan,20
4/1/2015,Mississippi,73
4/1/2015,Missouri,0
4/1/2015,Montana,82
4/1/2015,Nebraska,8
4/1/2015,Nevada,1
4/1/2015,New Mexico,425
4/1/2015,New York,1
4/1/2015,North Dakota,1164
4/1/2015,Ohio,75
4/1/2015,Oklahoma,480
4/1/2015,Pennsylvania,20
4/1/2015,South Dakota,5
4/1/2015,Tennessee,1
4/1/2015,Texas,3554
4/1/2015,U.S. Crude Oil ,9650
4/1/2015,Utah,108
4/1/2015,Virginia,0
4/1/2015,West Virginia,35
4/1/2015,Wyoming,251
5/1/2015,Alabama,27
5/1/2015,Alaska,473
5/1/2015,Arizona,0
5/1/2015,Arkansas,17
5/1/2015,California,559
5/1/2015,Colorado,342
5/1/2015,Federal Offshore Gulf of Mexico Crude Oil,1404
5/1/2015,Federal Offshore Pacific Crude Oil,46
5/1/2015,Florida,7
5/1/2015,Idaho,0
5/1/2015,Illinois,26
5/1/2015,Indiana,6
5/1/2015,Kansas,122
5/1/2015,Kentucky,13
5/1/2015,Louisiana,176
5/1/2015,Michigan,18
5/1/2015,Mississippi,73
5/1/2015,Missouri,0
5/1/2015,Montana,81
5/1/2015,Nebraska,8
5/1/2015,Nevada,1
5/1/2015,New Mexico,426
5/1/2015,New York,1
5/1/2015,North Dakota,1196
5/1/2015,Ohio,75
5/1/2015,Oklahoma,463
5/1/2015,Pennsylvania,20
5/1/2015,South Dakota,5
5/1/2015,Tennessee,1
5/1/2015,Texas,3494
5/1/2015,U.S. Crude Oil ,9464
5/1/2015,Utah,107
5/1/2015,Virginia,0
5/1/2015,West Virginia,35
5/1/2015,Wyoming,241
6/1/2015,Alabama,27
6/1/2015,Alaska,447
6/1/2015,Arizona,0
6/1/2015,Arkansas,17
6/1/2015,California,549
6/1/2015,Colorado,337
6/1/2015,Federal Offshore Gulf of Mexico Crude Oil,1413
6/1/2015,Federal Offshore Pacific Crude Oil,24
6/1/2015,Florida,7
6/1/2015,Idaho,0
6/1/2015,Illinois,26
6/1/2015,Indiana,6
6/1/2015,Kansas,136
6/1/2015,Kentucky,6
6/1/2015,Louisiana,173
6/1/2015,Michigan,19
6/1/2015,Mississippi,70
6/1/2015,Missouri,0
6/1/2015,Montana,79
6/1/2015,Nebraska,8
6/1/2015,Nevada,1
6/1/2015,New Mexico,415
6/1/2015,New York,1
6/1/2015,North Dakota,1204
6/1/2015,Ohio,75
6/1/2015,Oklahoma,466
6/1/2015,Pennsylvania,19
6/1/2015,South Dakota,4
6/1/2015,Tennessee,1
6/1/2015,Texas,3440
6/1/2015,U.S. Crude Oil ,9344
6/1/2015,Utah,103
6/1/2015,Virginia,0
6/1/2015,West Virginia,36
6/1/2015,Wyoming,236
7/1/2015,Alabama,26
7/1/2015,Alaska,450
7/1/2015,Arizona,0
7/1/2015,Arkansas,17
7/1/2015,California,544
7/1/2015,Colorado,344
7/1/2015,Federal Offshore Gulf of Mexico Crude Oil,1567
7/1/2015,Federal Offshore Pacific Crude Oil,19
7/1/2015,Florida,6
7/1/2015,Idaho,0
7/1/2015,Illinois,26
7/1/2015,Indiana,6
7/1/2015,Kansas,125
7/1/2015,Kentucky,9
7/1/2015,Louisiana,170
7/1/2015,Michigan,17
7/1/2015,Mississippi,68
7/1/2015,Missouri,0
7/1/2015,Montana,77
7/1/2015,Nebraska,7
7/1/2015,Nevada,1
7/1/2015,New Mexico,405
7/1/2015,New York,1
7/1/2015,North Dakota,1201
7/1/2015,Ohio,75
7/1/2015,Oklahoma,444
7/1/2015,Pennsylvania,20
7/1/2015,South Dakota,4
7/1/2015,Tennessee,1
7/1/2015,Texas,3429
7/1/2015,U.S. Crude Oil ,9430
7/1/2015,Utah,101
7/1/2015,Virginia,0
7/1/2015,West Virginia,34
7/1/2015,Wyoming,235
8/1/2015,Alabama,26
8/1/2015,Alaska,408
8/1/2015,Arizona,0
8/1/2015,Arkansas,17
8/1/2015,California,547
8/1/2015,Colorado,347
8/1/2015,Federal Offshore Gulf of Mexico Crude Oil,1630
8/1/2015,Federal Offshore Pacific Crude Oil,19
8/1/2015,Florida,6
8/1/2015,Idaho,0
8/1/2015,Illinois,26
8/1/2015,Indiana,6
8/1/2015,Kansas,121
8/1/2015,Kentucky,7
8/1/2015,Louisiana,169
8/1/2015,Michigan,18
8/1/2015,Mississippi,66
8/1/2015,Missouri,0
8/1/2015,Montana,75
8/1/2015,Nebraska,9
8/1/2015,Nevada,1
8/1/2015,New Mexico,415
8/1/2015,New York,1
8/1/2015,North Dakota,1181
8/1/2015,Ohio,75
8/1/2015,Oklahoma,446
8/1/2015,Pennsylvania,18
8/1/2015,South Dakota,4
8/1/2015,Tennessee,1
8/1/2015,Texas,3396
8/1/2015,U.S. Crude Oil ,9400
8/1/2015,Utah,100
8/1/2015,Virginia,0
8/1/2015,West Virginia,32
8/1/2015,Wyoming,234
9/1/2015,Alabama,26
9/1/2015,Alaska,472
9/1/2015,Arizona,0
9/1/2015,Arkansas,17
9/1/2015,California,546
9/1/2015,Colorado,331
9/1/2015,Federal Offshore Gulf of Mexico Crude Oil,1661
9/1/2015,Federal Offshore Pacific Crude Oil,19
9/1/2015,Florida,6
9/1/2015,Idaho,0
9/1/2015,Illinois,27
9/1/2015,Indiana,6
9/1/2015,Kansas,120
9/1/2015,Kentucky,8
9/1/2015,Louisiana,172
9/1/2015,Michigan,18
9/1/2015,Mississippi,66
9/1/2015,Missouri,0
9/1/2015,Montana,75
9/1/2015,Nebraska,8
9/1/2015,Nevada,1
9/1/2015,New Mexico,416
9/1/2015,New York,1
9/1/2015,North Dakota,1155
9/1/2015,Ohio,75
9/1/2015,Oklahoma,456
9/1/2015,Pennsylvania,19
9/1/2015,South Dakota,4
9/1/2015,Tennessee,1
9/1/2015,Texas,3394
9/1/2015,U.S. Crude Oil ,9460
9/1/2015,Utah,96
9/1/2015,Virginia,0
9/1/2015,West Virginia,30
9/1/2015,Wyoming,233
10/1/2015,Alabama,26
10/1/2015,Alaska,497
10/1/2015,Arizona,0
10/1/2015,Arkansas,17
10/1/2015,California,543
10/1/2015,Colorado,345
10/1/2015,Federal Offshore Gulf of Mexico Crude Oil,1578
10/1/2015,Federal Offshore Pacific Crude Oil,19
10/1/2015,Florida,6
10/1/2015,Idaho,0
10/1/2015,Illinois,27
10/1/2015,Indiana,6
10/1/2015,Kansas,117
10/1/2015,Kentucky,10
10/1/2015,Louisiana,170
10/1/2015,Michigan,17
10/1/2015,Mississippi,65
10/1/2015,Missouri,0
10/1/2015,Montana,73
10/1/2015,Nebraska,7
10/1/2015,Nevada,1
10/1/2015,New Mexico,408
10/1/2015,New York,1
10/1/2015,North Dakota,1166
10/1/2015,Ohio,79
10/1/2015,Oklahoma,454
10/1/2015,Pennsylvania,19
10/1/2015,South Dakota,4
10/1/2015,Tennessee,1
10/1/2015,Texas,3378
10/1/2015,U.S. Crude Oil ,9388
10/1/2015,Utah,94
10/1/2015,Virginia,0
10/1/2015,West Virginia,29
10/1/2015,Wyoming,233
11/1/2015,Alabama,25
11/1/2015,Alaska,523
11/1/2015,Arizona,0
11/1/2015,Arkansas,16
11/1/2015,California,545
11/1/2015,Colorado,342
11/1/2015,Federal Offshore Gulf of Mexico Crude Oil,1524
11/1/2015,Federal Offshore Pacific Crude Oil,19
11/1/2015,Florida,6
11/1/2015,Idaho,0
11/1/2015,Illinois,25
11/1/2015,Indiana,5
11/1/2015,Kansas,106
11/1/2015,Kentucky,2
11/1/2015,Louisiana,166
11/1/2015,Michigan,18
11/1/2015,Mississippi,63
11/1/2015,Missouri,0
11/1/2015,Montana,72
11/1/2015,Nebraska,7
11/1/2015,Nevada,1
11/1/2015,New Mexico,414
11/1/2015,New York,1
11/1/2015,North Dakota,1174
11/1/2015,Ohio,79
11/1/2015,Oklahoma,442
11/1/2015,Pennsylvania,19
11/1/2015,South Dakota,4
11/1/2015,Tennessee,1
11/1/2015,Texas,3369
11/1/2015,U.S. Crude Oil ,9318
11/1/2015,Utah,91
11/1/2015,Virginia,0
11/1/2015,West Virginia,26
11/1/2015,Wyoming,231
12/1/2015,Alabama,25
12/1/2015,Alaska,522
12/1/2015,Arizona,0
12/1/2015,Arkansas,16
12/1/2015,California,539
12/1/2015,Colorado,332
12/1/2015,Federal Offshore Gulf of Mexico Crude Oil,1605
12/1/2015,Federal Offshore Pacific Crude Oil,18
12/1/2015,Florida,6
12/1/2015,Idaho,0
12/1/2015,Illinois,27
12/1/2015,Indiana,6
12/1/2015,Kansas,116
12/1/2015,Kentucky,12
12/1/2015,Louisiana,163
12/1/2015,Michigan,16
12/1/2015,Mississippi,61
12/1/2015,Missouri,0
12/1/2015,Montana,71
12/1/2015,Nebraska,6
12/1/2015,Nevada,1
12/1/2015,New Mexico,359
12/1/2015,New York,1
12/1/2015,North Dakota,1145
12/1/2015,Ohio,79
12/1/2015,Oklahoma,445
12/1/2015,Pennsylvania,20
12/1/2015,South Dakota,4
12/1/2015,Tennessee,1
12/1/2015,Texas,3306
12/1/2015,U.S. Crude Oil ,9251
12/1/2015,Utah,91
12/1/2015,Virginia,0
12/1/2015,West Virginia,30
12/1/2015,Wyoming,228
1/1/2016,Alabama,24
1/1/2016,Alaska,516
1/1/2016,Arizona,0
1/1/2016,Arkansas,16
1/1/2016,California,538
1/1/2016,Colorado,332
1/1/2016,Federal Offshore Gulf of Mexico Crude Oil,1593
1/1/2016,Federal Offshore Pacific Crude Oil,18
1/1/2016,Florida,6
1/1/2016,Idaho,0
1/1/2016,Illinois,22
1/1/2016,Indiana,5
1/1/2016,Kansas,109
1/1/2016,Kentucky,7
1/1/2016,Louisiana,157
1/1/2016,Michigan,17
1/1/2016,Mississippi,60
1/1/2016,Missouri,0
1/1/2016,Montana,69
1/1/2016,Nebraska,6
1/1/2016,Nevada,1
1/1/2016,New Mexico,379
1/1/2016,New York,1
1/1/2016,North Dakota,1114
1/1/2016,Ohio,70
1/1/2016,Oklahoma,460
1/1/2016,Pennsylvania,18
1/1/2016,South Dakota,4
1/1/2016,Tennessee,1
1/1/2016,Texas,3326
1/1/2016,U.S. Crude Oil ,9197
1/1/2016,Utah,88
1/1/2016,Virginia,0
1/1/2016,West Virginia,22
1/1/2016,Wyoming,217
2/1/2016,Alabama,23
2/1/2016,Alaska,507
2/1/2016,Arizona,0
2/1/2016,Arkansas,16
2/1/2016,California,530
2/1/2016,Colorado,327
2/1/2016,Federal Offshore Gulf of Mexico Crude Oil,1549
2/1/2016,Federal Offshore Pacific Crude Oil,17
2/1/2016,Florida,6
2/1/2016,Idaho,0
2/1/2016,Illinois,24
2/1/2016,Indiana,5
2/1/2016,Kansas,110
2/1/2016,Kentucky,4
2/1/2016,Louisiana,162
2/1/2016,Michigan,17
2/1/2016,Mississippi,59
2/1/2016,Missouri,0
2/1/2016,Montana,68
2/1/2016,Nebraska,6
2/1/2016,Nevada,1
2/1/2016,New Mexico,398
2/1/2016,New York,1
2/1/2016,North Dakota,1112
2/1/2016,Ohio,70
2/1/2016,Oklahoma,415
2/1/2016,Pennsylvania,18
2/1/2016,South Dakota,4
2/1/2016,Tennessee,1
2/1/2016,Texas,3288
2/1/2016,U.S. Crude Oil ,9055
2/1/2016,Utah,84
2/1/2016,Virginia,0
2/1/2016,West Virginia,22
2/1/2016,Wyoming,211
3/1/2016,Alabama,22
3/1/2016,Alaska,511
3/1/2016,Arizona,0
3/1/2016,Arkansas,15
3/1/2016,California,527
3/1/2016,Colorado,319
3/1/2016,Federal Offshore Gulf of Mexico Crude Oil,1612
3/1/2016,Federal Offshore Pacific Crude Oil,17
3/1/2016,Florida,6
3/1/2016,Idaho,1
3/1/2016,Illinois,25
3/1/2016,Indiana,5
3/1/2016,Kansas,112
3/1/2016,Kentucky,8
3/1/2016,Louisiana,162
3/1/2016,Michigan,15
3/1/2016,Mississippi,57
3/1/2016,Missouri,0
3/1/2016,Montana,67
3/1/2016,Nebraska,6
3/1/2016,Nevada,1
3/1/2016,New Mexico,406
3/1/2016,New York,1
3/1/2016,North Dakota,1104
3/1/2016,Ohio,70
3/1/2016,Oklahoma,432
3/1/2016,Pennsylvania,18
3/1/2016,South Dakota,4
3/1/2016,Tennessee,1
3/1/2016,Texas,3243
3/1/2016,U.S. Crude Oil ,9081
3/1/2016,Utah,82
3/1/2016,Virginia,0
3/1/2016,West Virginia,20
3/1/2016,Wyoming,210
4/1/2016,Alabama,22
4/1/2016,Alaska,489
4/1/2016,Arizona,0
4/1/2016,Arkansas,16
4/1/2016,California,517
4/1/2016,Colorado,316
4/1/2016,Federal Offshore Gulf of Mexico Crude Oil,1574
4/1/2016,Federal Offshore Pacific Crude Oil,17
4/1/2016,Florida,5
4/1/2016,Idaho,1
4/1/2016,Illinois,24
4/1/2016,Indiana,5
4/1/2016,Kansas,102
4/1/2016,Kentucky,6
4/1/2016,Louisiana,162
4/1/2016,Michigan,16
4/1/2016,Mississippi,57
4/1/2016,Missouri,0
4/1/2016,Montana,65
4/1/2016,Nebraska,7
4/1/2016,Nevada,1
4/1/2016,New Mexico,405
4/1/2016,New York,1
4/1/2016,North Dakota,1035
4/1/2016,Ohio,63
4/1/2016,Oklahoma,421
4/1/2016,Pennsylvania,20
4/1/2016,South Dakota,4
4/1/2016,Tennessee,1
4/1/2016,Texas,3206
4/1/2016,U.S. Crude Oil ,8866
4/1/2016,Utah,83
4/1/2016,Virginia,0
4/1/2016,West Virginia,20
4/1/2016,Wyoming,206
5/1/2016,Alabama,22
5/1/2016,Alaska,505
5/1/2016,Arizona,0
5/1/2016,Arkansas,15
5/1/2016,California,507
5/1/2016,Colorado,311
5/1/2016,Federal Offshore Gulf of Mexico Crude Oil,1593
5/1/2016,Federal Offshore Pacific Crude Oil,18
5/1/2016,Florida,5
5/1/2016,Idaho,1
5/1/2016,Illinois,23
5/1/2016,Indiana,5
5/1/2016,Kansas,106
5/1/2016,Kentucky,3
5/1/2016,Louisiana,159
5/1/2016,Michigan,15
5/1/2016,Mississippi,57
5/1/2016,Missouri,0
5/1/2016,Montana,64
5/1/2016,Nebraska,6
5/1/2016,Nevada,1
5/1/2016,New Mexico,393
5/1/2016,New York,1
5/1/2016,North Dakota,1040
5/1/2016,Ohio,63
5/1/2016,Oklahoma,433
5/1/2016,Pennsylvania,19
5/1/2016,South Dakota,4
5/1/2016,Tennessee,1
5/1/2016,Texas,3153
5/1/2016,U.S. Crude Oil ,8824
5/1/2016,Utah,82
5/1/2016,Virginia,0
5/1/2016,West Virginia,21
5/1/2016,Wyoming,197
6/1/2016,Alabama,22
6/1/2016,Alaska,470
6/1/2016,Arizona,0
6/1/2016,Arkansas,15
6/1/2016,California,484
6/1/2016,Colorado,309
6/1/2016,Federal Offshore Gulf of Mexico Crude Oil,1551
6/1/2016,Federal Offshore Pacific Crude Oil,17
6/1/2016,Florida,5
6/1/2016,Idaho,1
6/1/2016,Illinois,25
6/1/2016,Indiana,5
6/1/2016,Kansas,108
6/1/2016,Kentucky,11
6/1/2016,Louisiana,156
6/1/2016,Michigan,16
6/1/2016,Mississippi,56
6/1/2016,Missouri,0
6/1/2016,Montana,64
6/1/2016,Nebraska,6
6/1/2016,Nevada,1
6/1/2016,New Mexico,389
6/1/2016,New York,1
6/1/2016,North Dakota,1020
6/1/2016,Ohio,63
6/1/2016,Oklahoma,433
6/1/2016,Pennsylvania,16
6/1/2016,South Dakota,4
6/1/2016,Tennessee,1
6/1/2016,Texas,3130
6/1/2016,U.S. Crude Oil ,8670
6/1/2016,Utah,80
6/1/2016,Virginia,0
6/1/2016,West Virginia,21
6/1/2016,Wyoming,193
7/1/2016,Alabama,22
7/1/2016,Alaska,438
7/1/2016,Arizona,0
7/1/2016,Arkansas,15
7/1/2016,California,506
7/1/2016,Colorado,320
7/1/2016,Federal Offshore Gulf of Mexico Crude Oil,1568
7/1/2016,Federal Offshore Pacific Crude Oil,16
7/1/2016,Florida,5
7/1/2016,Idaho,1
7/1/2016,Illinois,22
7/1/2016,Indiana,5
7/1/2016,Kansas,101
7/1/2016,Kentucky,9
7/1/2016,Louisiana,156
7/1/2016,Michigan,15
7/1/2016,Mississippi,55
7/1/2016,Missouri,0
7/1/2016,Montana,62
7/1/2016,Nebraska,6
7/1/2016,Nevada,1
7/1/2016,New Mexico,392
7/1/2016,New York,1
7/1/2016,North Dakota,1023
7/1/2016,Ohio,53
7/1/2016,Oklahoma,401
7/1/2016,Pennsylvania,16
7/1/2016,South Dakota,4
7/1/2016,Tennessee,1
7/1/2016,Texas,3125
7/1/2016,U.S. Crude Oil ,8635
7/1/2016,Utah,80
7/1/2016,Virginia,0
7/1/2016,West Virginia,22
7/1/2016,Wyoming,194
8/1/2016,Alabama,22
8/1/2016,Alaska,459
8/1/2016,Arizona,0
8/1/2016,Arkansas,15
8/1/2016,California,507
8/1/2016,Colorado,323
8/1/2016,Federal Offshore Gulf of Mexico Crude Oil,1617
8/1/2016,Federal Offshore Pacific Crude Oil,17
8/1/2016,Florida,5
8/1/2016,Idaho,0
8/1/2016,Illinois,24
8/1/2016,Indiana,5
8/1/2016,Kansas,101
8/1/2016,Kentucky,5
8/1/2016,Louisiana,149
8/1/2016,Michigan,15
8/1/2016,Mississippi,54
8/1/2016,Missouri,0
8/1/2016,Montana,61
8/1/2016,Nebraska,6
8/1/2016,Nevada,1
8/1/2016,New Mexico,392
8/1/2016,New York,1
8/1/2016,North Dakota,976
8/1/2016,Ohio,53
8/1/2016,Oklahoma,425
8/1/2016,Pennsylvania,17
8/1/2016,South Dakota,4
8/1/2016,Tennessee,1
8/1/2016,Texas,3122
8/1/2016,U.S. Crude Oil ,8670
8/1/2016,Utah,83
8/1/2016,Virginia,0
8/1/2016,West Virginia,22
8/1/2016,Wyoming,188
9/1/2016,Alabama,22
9/1/2016,Alaska,452
9/1/2016,Arizona,0
9/1/2016,Arkansas,15
9/1/2016,California,505
9/1/2016,Colorado,322
9/1/2016,Federal Offshore Gulf of Mexico Crude Oil,1508
9/1/2016,Federal Offshore Pacific Crude Oil,16
9/1/2016,Florida,5
9/1/2016,Idaho,1
9/1/2016,Illinois,24
9/1/2016,Indiana,5
9/1/2016,Kansas,101
9/1/2016,Kentucky,6
9/1/2016,Louisiana,154
9/1/2016,Michigan,16
9/1/2016,Mississippi,53
9/1/2016,Missouri,0
9/1/2016,Montana,61
9/1/2016,Nebraska,6
9/1/2016,Nevada,1
9/1/2016,New Mexico,401
9/1/2016,New York,1
9/1/2016,North Dakota,966
9/1/2016,Ohio,53
9/1/2016,Oklahoma,411
9/1/2016,Pennsylvania,16
9/1/2016,South Dakota,4
9/1/2016,Tennessee,1
9/1/2016,Texas,3106
9/1/2016,U.S. Crude Oil ,8519
9/1/2016,Utah,83
9/1/2016,Virginia,0
9/1/2016,West Virginia,20
9/1/2016,Wyoming,187
10/1/2016,Alabama,22
10/1/2016,Alaska,495
10/1/2016,Arizona,0
10/1/2016,Arkansas,15
10/1/2016,California,501
10/1/2016,Colorado,320
10/1/2016,Federal Offshore Gulf of Mexico Crude Oil,1605
10/1/2016,Federal Offshore Pacific Crude Oil,16
10/1/2016,Florida,5
10/1/2016,Idaho,0
10/1/2016,Illinois,23
10/1/2016,Indiana,5
10/1/2016,Kansas,100
10/1/2016,Kentucky,4
10/1/2016,Louisiana,155
10/1/2016,Michigan,15
10/1/2016,Mississippi,53
10/1/2016,Missouri,0
10/1/2016,Montana,61
10/1/2016,Nebraska,7
10/1/2016,Nevada,1
10/1/2016,New Mexico,408
10/1/2016,New York,1
10/1/2016,North Dakota,1037
10/1/2016,Ohio,49
10/1/2016,Oklahoma,428
10/1/2016,Pennsylvania,16
10/1/2016,South Dakota,4
10/1/2016,Tennessee,1
10/1/2016,Texas,3143
10/1/2016,U.S. Crude Oil ,8787
10/1/2016,Utah,85
10/1/2016,Virginia,0
10/1/2016,West Virginia,20
10/1/2016,Wyoming,193
11/1/2016,Alabama,22
11/1/2016,Alaska,513
11/1/2016,Arizona,0
11/1/2016,Arkansas,15
11/1/2016,California,499
11/1/2016,Colorado,319
11/1/2016,Federal Offshore Gulf of Mexico Crude Oil,1682
11/1/2016,Federal Offshore Pacific Crude Oil,16
11/1/2016,Florida,5
11/1/2016,Idaho,1
11/1/2016,Illinois,23
11/1/2016,Indiana,5
11/1/2016,Kansas,99
11/1/2016,Kentucky,10
11/1/2016,Louisiana,147
11/1/2016,Michigan,16
11/1/2016,Mississippi,53
11/1/2016,Missouri,0
11/1/2016,Montana,61
11/1/2016,Nebraska,6
11/1/2016,Nevada,1
11/1/2016,New Mexico,416
11/1/2016,New York,1
11/1/2016,North Dakota,1027
11/1/2016,Ohio,49
11/1/2016,Oklahoma,430
11/1/2016,Pennsylvania,17
11/1/2016,South Dakota,4
11/1/2016,Tennessee,1
11/1/2016,Texas,3150
11/1/2016,U.S. Crude Oil ,8888
11/1/2016,Utah,85
11/1/2016,Virginia,0
11/1/2016,West Virginia,21
11/1/2016,Wyoming,195
12/1/2016,Alabama,21
12/1/2016,Alaska,519
12/1/2016,Arizona,0
12/1/2016,Arkansas,15
12/1/2016,California,480
12/1/2016,Colorado,302
12/1/2016,Federal Offshore Gulf of Mexico Crude Oil,1725
12/1/2016,Federal Offshore Pacific Crude Oil,16
12/1/2016,Florida,5
12/1/2016,Idaho,1
12/1/2016,Illinois,23
12/1/2016,Indiana,5
12/1/2016,Kansas,95
12/1/2016,Kentucky,12
12/1/2016,Louisiana,145
12/1/2016,Michigan,15
12/1/2016,Mississippi,53
12/1/2016,Missouri,0
12/1/2016,Montana,57
12/1/2016,Nebraska,6
12/1/2016,Nevada,1
12/1/2016,New Mexico,421
12/1/2016,New York,1
12/1/2016,North Dakota,935
12/1/2016,Ohio,49
12/1/2016,Oklahoma,413
12/1/2016,Pennsylvania,16
12/1/2016,South Dakota,3
12/1/2016,Tennessee,1
12/1/2016,Texas,3148
12/1/2016,U.S. Crude Oil ,8778
12/1/2016,Utah,86
12/1/2016,Virginia,0
12/1/2016,West Virginia,20
12/1/2016,Wyoming,189
1/1/2017,Alabama,20
1/1/2017,Alaska,516
1/1/2017,Arizona,0
1/1/2017,Arkansas,14
1/1/2017,California,484
1/1/2017,Colorado,298
1/1/2017,Federal Offshore Gulf of Mexico Crude Oil,1739
1/1/2017,Federal Offshore Pacific Crude Oil,16
1/1/2017,Florida,5
1/1/2017,Idaho,0
1/1/2017,Illinois,22
1/1/2017,Indiana,5
1/1/2017,Kansas,97
1/1/2017,Kentucky,5
1/1/2017,Louisiana,145
1/1/2017,Michigan,14
1/1/2017,Mississippi,51
1/1/2017,Missouri,0
1/1/2017,Montana,57
1/1/2017,Nebraska,6
1/1/2017,Nevada,1
1/1/2017,New Mexico,419
1/1/2017,New York,1
1/1/2017,North Dakota,976
1/1/2017,Ohio,51
